"variant","source","f_revised"
"fava bean protein isolate","fava bean","processed_ingredient"
"lutein-zeaxanthin complex","marigold","colour"
"hydrogenated vegetable fat","palm | soybean | groundnut","lipid base"
"hydrogenated vegetable oil","palm | soybean | groundnut","lipid base"
"fractionated vegetable fat","palm | soybean | groundnut","lipid base"
"partially hydrogenated oil","palm | soybean | groundnut","lipid base"
"magnesium stearate ins 470","palm | soybean | sunflower","anticaking agent|emulsifier"
"magnesium sulphate ins 518","mineral","firming agent"
"fortified wheat flour iron","wheat","raw_agricultural_material"
"centre filling milk solids","milk","processed_ingredient"
"preserved strawberry fruit","strawberry","raw_agricultural_material"
"refined sunflower seed oil","sunflower","lipid base"
"roasted almonds flavouring","almond","flavouring agent"
"tribasic calcium phosphate","mineral","anticaking agent"
"cake raising agent ins 341","mineral","raising agent"
"acidity regulator ins e330","synthetic | corn","acidity regulator"
"reconstituted skimmed milk","milk","raw_agricultural_material"
"acidity regulator ins e260","synthetic","acidity regulator"
"streptococcus thermophilus","milk","fermentation_agent"
"lacto-bacillus acidophilus","milk","fermentation_agent"
"antifoaming agent ins 900a","synthetic","antifoaming agent"
"brown rice protein isolate","rice","processed_ingredient"
"kashmiri red chilli powder","chilli","taste profile / spice"
"mathania red chilli powder","chilli","taste profile / spice"
"husked dew moth bean flour","dew moth bean","raw_agricultural_material"
"acidity regulator ins e331","synthetic | corn","acidity regulator"
"panax ginseng root extract","panax ginseng","flavouring agent"
"medium chain triglycerides","coconut | palm kernel","lipid base"
"medium chain-triglycerides","coconut | palm kernel","lipid base"
"phyllanthus niruri extract","phyllanthus niruri","flavouring agent"
"hydrogenated vegetable fats","palm | soybean | groundnut","lipid base"
"fractionated vegetable fats","palm | soybean | groundnut","lipid base"
"paprika oleoresin ins 160ci","paprika","colour"
"acetylated distarch adipate","corn | tapioca | potato","thickener"
"roasted spice powder ginger","ginger","taste profile / spice"
"magnesium phosphate dibasic","mineral","NULL"
"vitamin a retinyl palmitate","palm","fortification_agent"
"tri basic calcium phosphate","mineral","NULL"
"acidity regulator ins 501 i","mineral","acidity regulator"
"acidity regulator ins 500 i","mineral","acidity regulator"
"dehydrated fenugreek leaves","fenugreek","taste profile / spice"
"dehydrated coriander leaves","coriander","taste profile / spice"
"l.bacillus delbruecki subsp","milk","preservative"
"limosilactobacillus reuteri","milk","preservative"
"anti-foaming agent ins 900a","synthetic","antifoaming agent"
"green coffee extract powder","coffee","flavouring agent"
"stalkless kashmiri chillies","chilli","taste profile / spice"
"mineral chromium picolinate","mineral","NULL"
"cranberry juice concentrate","cranberry","flavouring agent"
"emulsifier vegetable origin","palm | soybean | sunflower","emulsifier"
"enzyme preparation ins 1100","barley","fermentation_agent"
"stabilizer guar gum ins 412","guar","stabiliser|thickener"
"roasted spice powder nutmeg","nutmeg","taste profile / spice"
"pineapple juice concentrate","pineapple","flavouring agent"
"pineapple fruit preparation","pineapple","raw_agricultural_material"
"bacillus coagulans snz 1969","bacillus coagulans","NULL"
"rosemary extract flavouring","rosemary","flavouring agent"
"acidity regulator ins 350 1","synthetic","acidity regulator"
"sucrose acetate isobutyrate","synthetic","emulsifier"
"enzyme preparation ins 1102","aspergillus niger","fermentation_agent"
"enzyme preparation ins 1104","aspergillus niger","fermentation_agent"
"sugar substitute erythritol","corn","sweetener|bulking agent"
"evening primrose oil powder","evening primrose","lipid base"
"tangerine juice concentrate","tangerine","flavouring agent"
"magnesium hydrogen phosphate","mineral","anticaking agent"
"fortified wheat flour niacin","wheat","fortification_agent"
"concentrated sugarcane juice","sugarcane","sweetener"
"anticaking agent ins 341 iii","mineral","anticaking agent"
"ammonium bicarbonate ins 503","synthetic","raising agent"
"potassium hydrogen carbonate","mineral","acidity regulator"
"acidity regulator ins 500 ii","mineral","acidity regulator"
"acidifying agent acetic acid","synthetic | sugarcane","acidity regulator"
"lacto - bacillus acidophilus","milk","fermentation_agent"
"roasted spice powder aniseed","aniseed","taste profile / spice"
"krishna tulsi ocimum sanctum","tulsi","taste profile / spice"
"edible vegetable oil coconut","coconut","lipid base"
"hydrolyzed vegetable protein","soybean | groundnut | corn","processed_ingredient"
"hydrolysed vegetable protein","soybean | groundnut | corn","processed_ingredient"
"hydrolyzed groundnut protein","groundnut","processed_ingredient"
"hydralyzed vegetable protein","soybean | groundnut | corn","processed_ingredient"
"hydrolized vegetable protein","soybean | groundnut | corn","processed_ingredient"
"hydrolysed groundnut protein","groundnut","processed_ingredient"
"neem azadirachta indica leaf","neem azadirachta indica","NULL"
"probiotic bacillus coagulans","bacillus coagulans","processed_ingredient"
"preservative sodium benzoate","synthetic","preservative"
"acidity regulator ins 331 ii","synthetic | corn","acidity regulator"
"grapefruit juice concentrate","grapefruit","flavouring agent"
"edible vegetable oil palm oil","palm","lipid base"
"interesterified vegetable fat","palm | soybean | groundnut","lipid base"
"edible vegetable fats sal fat","sal","lipid base"
"edible vegetable oil corn oil","corn","lipid base"
"fortified wheat flour thiamin","wheat","fortification_agent"
"afgani seedless black raisins","grape","sweetener"
"texturised soy protein flakes","soybean","raw_agricultural_material"
"glucono delta lactone ins 575","synthetic | corn","acidity regulator"
"acidity regulator citric acid","synthetic | corn","acidity regulator"
"emulsifier stabilizer ins 415","synthetic","emulsifier|stabiliser"
"citrus fruit from concentrate","citrus","flavouring agent"
"roasted spice powder turmeric","turmeric","taste profile / spice"
"vana tulsi ocimum gratissimum","tulsi","flavouring agent"
"tulsi ocimum tenuiflorum leaf","tulsi","flavouring agent"
"reconstituted buttermilk milk","milk","raw_agricultural_material"
"spice oleoresin cuminaldehyde","cumin","taste profile / spice"
"polyvinylpyrrolidone ins 1202","synthetic","stabiliser"
"encapsulated ferrous sulphate","mineral","antioxidant"
"flour treatment agent ins 516","mineral","flour treatment agent"
"flour treatment agent ins 510","mineral","flour treatment agent"
"flour treatment agent ins 223","synthetic","flour treatment agent"
"emulsifier sunflower lecithin","sunflower","emulsifier"
"dehydrated white onion powder","onion","taste profile / spice"
"pomegranate juice concentrate","pomegranate","flavouring agent"
"probiotics bacillus coagulans","synthetic","?probiotic"
"flour treatment agent ins 223","synthetic","flour treatment agent"
"brihati solanum indicum plant","brihati","raw_agricultural_material"
"croscarmellose sodium ins 468","wood pulp | cotton","bulking agent"
"gudmar gymnema sylvestre leaf","gudmar","sweetener"
"jiwanti leptadenia reticulata","jiwanti","raw_agricultural_material"
"medium chain triglyceride oil","coconut | palm kernel","lipid base"
"mudgaparni phaseolus trilobus","mudgaparni","raw_agricultural_material"
"polyvinylpyrrolidone ins 1202","synthetic","stabiliser"
"vidari pueraria tuberosa root","vidari","raw_agricultural_material"
"tulsi ocimum tenuiflorum leaf","tulsi","flavouring agent"
"edible vegetable oil palmolein","palm","lipid base"
"edible vegetable oil palmolien","palm","lipid base"
"edible vanaspati oil vanaspati","palm | soybean | groundnut","lipid base"
"mozzarella cheese lodized salt","milk | mineral","processed_ingredient"
"soya sauce powder lodized salt","soybean | mineral","taste profile / spice"
"riboflavin 5'-phosphate sodium","synthetic","fortification_agent"
"fortified wheat flour thiamine","wheat","fortification_agent"
"mango flavouring confectionery","mango","flavouring agent"
"edible vegetable oil rice bran","rice","lipid base"
"edible vegetable oil sunflower","sunflower","lipid base"
"dehydrated kasuri methi leaves","kasuri methi","taste profile / spice"
"roasted spice powder fenugreek","fenugreek","taste profile / spice"
"roasted spice powder coriander","coriander","taste profile / spice"
"yogurt milk bacterial cultures","milk","fermentation_agent"
"lactic cultures s thermophilus","milk","fermentation_agent"
"roast and ground filter coffee","coffee","flavouring agent"
"malted barley extracted solids","barley","processed_ingredient"
"organic tulsi holy basil blend","tulsi","flavouring agent"
"marich kalimarich piper nigrum","black pepper","taste profile / spice"
"blackcurrant juice concentrate","blackcurrant","flavouring agent"
"whole grains brown rice flakes","rice","raw_agricultural_material"
"butterfat from milk flavouring","milk","lipid base"
"sodium carboxymethyl cellulose","synthetic","thickener|stabiliser"
"flour treatment agent ins 1101","aspergillus oryzae","flour treatment agent"
"flour treatment agent ins 1100","barley","flour treatment agent"
"flour treatment agent ins 1102","synthetic","flour treatment agent"
"flour treatment agent ins 1104","aspergillus niger","flour treatment agent"
"flour treatment agent ins 1223","synthetic","flour treatment agent"
"emulsifier sunflower lecithins","sunflower","emulsifier"
"flour treatment agent ins 1223","synthetic","flour treatment agent"
"medium chain triglycerides oil","coconut | palm kernel","lipid base"
"musta cyperus rotundus rhizome","cyperus rotundus","taste profile / spice"
"edible vegetable oil palm olien","palm","lipid base"
"edible vegetable oil palmnolein","palm","lipid base"
"starch sodium octenyl succinate","corn | tapioca","emulsifier"
"refined vegetable oil sunflower","sunflower","lipid base"
"emulsifier sodium polyphosphate","mineral","emulsifier"
"di-potassium hydrogen phosphate","mineral","acidity regulator"
"raising agent sodium carbonates","mineral","raising agent"
"yoghurt milk bacterial cultures","milk","fermentation_agent"
"antifoaming agent dmps ins 900a","synthetic","antifoaming agent"
"anticaking agent silica ins 551","mineral","anticaking agent"
"edible vegetable oil cottonseed","cottonseed","lipid base"
"edible vegetable oil ground nut","groundnut","lipid base"
"emulsifier soy lecithin ins 322","soybean","emulsifier"
"emulsifying agent soya lecithin","soybean","emulsifier"
"emulsifier ins 471 plant origin","palm | soybean | sunflower","emulsifier"
"creatine monohydrate micronized","synthetic","fortification_agent"
"giloy tinospora cordifolia stem","giloy tinospora cordifolia stem","raw_agricultural_material"
"kakanasika martynia annua fruit","kakanasika martynia annua fruit","raw_agricultural_material"
"prishniparni uraria picta plant","prishniparni uraria picta plant","raw_agricultural_material"
"utpala nymphaea stellata flower","utpala nymphaea stellata flower","flavouring agent"
"edible vegetable oil palm kernel","palm","lipid base"
"color paprika oleoresin ins 160c","paprika","colour"
"condensed milk-solid balls khoya","milk","processed_ingredient"
"raising agent sodium bicarbonate","synthetic","raising agent"
"probiotic cultures l acidophilus","synthetic","?probiotic"
"anticaking agent silicon dioxide","mineral","anticaking agent"
"artificial flavouring substances","synthetic","flavouring agent"
"sweetened condensed skimmed milk","milk","sweetener|base ingredient"
"edible vegetable oil cotton seed","cottonseed","lipid base"
"emulsifier soya lecithin ins 322","soybean | sunflower","emulsifier"
"emulsifier glyceryl monostearate","palm | soybean | sunflower","emulsifier"
"vitamin b6 pyridoxal-5-phosphate","synthetic","fortification_agent"
"emulsifier salts of stearic acid","palm | soybean | sunflower","emulsifier"
"capsule shell ingredient gelatin","beef | pork | fish","gelling agent"
"punarnava boerhavia diffusa root","punarnava boerhavia diffusa","raw_agricultural_material"
"shati hedychium spicatum rhizome","shati hedychium spicatum","taste profile / spice"
"fish oil omega 3 fatty acids epa","fish","lipid base"
"edible vegetable oil pamolein oil","palm","lipid base"
"hydrogenated edible vegetable fat","palm | soybean | groundnut","lipid base"
"noodle powder refined wheat flour","wheat","raw_agricultural_material"
"fortified wheat flour wheat flour","wheat","raw_agricultural_material"
"edible vegetable oil rice bra oil","rice","lipid base"
"strawberry juice from concentrate","strawberry","flavouring agent"
"mineral sodium hydrogen carbonate","mineral","raising agent"
"enzyme beta-galact active culture","synthetic","fermentation_agent"
"emulsifiers ammonium phosphatides","synthetic","emulsifier"
"anticaking agent calcium silicate","mineral","anticaking agent"
"organic rama tulsi ocimum sanctum","tulsi","taste profile / spice"
"roasted spice powder black pepper","black pepper","taste profile / spice"
"flavour enhancer sodium glutamate","synthetic","flavouring agent"
"grape seed extract vitis vinifera","grape","raw_agricultural_material"
"liquorice glycyrrhiza glabra bark","liquorice glycyrrhiza glabra","taste profile / spice"
"dadima anar seeds punica granatum","pomegranate","raw_agricultural_material"
"sodium aluminium sulphate ins 521","mineral","acidity regulator"
"mineral dough conditioner ins 223","synthetic","flour treatment agent"
"gelling agent agar powder ins 406","red algae","gelling agent"
"medium chain triglyceride mct oil","coconut | palm kernel","lipid base"
"emulsifier salts of palmitic acid","palm","emulsifier"
"tamalaki phyllanthus niruri plant","phyllanthus niruri","raw_agricultural_material"
"edible vegetable oil paimolein oil","palm","lipid base"
"edible vegetable oil palmolein oil","palm","lipid base"
"edible vegetable oil palmolein oll","palm","lipid base"
"edible vegetable oil palmonien oil","palm","lipid base"
"dehydrated vegetable powder garlic","garlic","taste profile / spice"
"ginger zingiber officinale rhizome","ginger","taste profile / spice"
"edible vegetable oil rice bran oil","rice","lipid base"
"edible vegetable oil sunflower oil","sunflower","lipid base"
"raising agent ammonium bicarbonate","synthetic","raising agent"
"coriander seeds coriandrum sativum","coriander","taste profile / spice"
"protein blend whey protein isolate","milk","processed_ingredient"
"vana tulsi ocimum gratissimum leaf","ocimum gratissimum","taste profile / spice"
"stabilizer carboxymethyl cellulose","wood pulp | cotton","stabiliser"
"dried red chillies capsicum annuum","capsicum annuum","taste profile / spice"
"salt substitute potassium chloride","mineral","fortification_agent"
"edible vegetable oil groundnut oil","groundnut","lipid base"
"dehydrated vegetable powder tomato","tomato","processed_ingredient"
"gokshura tribulus terrestris fruit","tribulus terrestris","raw_agricultural_material"
"kantakari solanum surattense plant","solanum surattense","raw_agricultural_material"
"karkatshringi pistacia integerrima","pistacia integerrima","taste profile / spice"
"refined vegetable oil palmolein oil","palm","lipid base"
"edible vegetable oil rice brand oil","rice","lipid base"
"kasuri methi dried fenugreek leaves","fenugreek","taste profile / spice"
"fermented nutritional yeast protein","yeast","fermentation_agent"
"cinnamon cinnamomum zeylanicum bark","cinnamon","taste profile / spice"
"edible vegetable oil cottonseed oil","cottonseed","lipid base"
"flavour enhancer disodium guanylate","synthetic","flavouring agent"
"flavour enhancer disodium inosinate","synthetic","flavouring agent"
"roasted spice powder green cardamom","cardamom","taste profile / spice"
"organic green tea camellia sinensis","camellia sinensis","flavouring agent"
"lemongrass cymbopogon citratus leaf","lemongrass","taste profile / spice"
"jiwanti leptadenia reticulata plant","leptadenia reticulata","raw_agricultural_material"
"shyonaka oroxylum indicum stem bark","oroxylum indicum","taste profile / spice"
"vijaysar pterocarpus marsupium stem","pterocarpus marsupium","raw_agricultural_material"
"huile végétale comestible palmoleine","palm","lipid base"
"huile végétale comestible palmoléine","palm","lipid base"
"hydrogenated vegetable fat palmolein","palm","lipid base"
"hydrogenated vegetable oil vanaspati","palm | soybean | groundnut","lipid base"
"edible vegetable fat onteresterified","palm | soybean | sunflower | groundnut","lipid base"
"active lactic culture s.thermophilus","milk","fermentation_agent"
"organic krishna tulsi ocimum sanctum","ocimum sanctum","taste profile / spice"
"butterscotch flavoured confectionery","milk | sugarcane","flavouring agent"
"sweet lime mosambi juice concentrate","mosambi","flavouring agent"
"acidity regulator malic acid ins 296","apple | citrus","acidity regulator"
"vitamin b6 pyridox ine hydrochloride","synthetic","fortification_agent"
"emulsifier sodium stearoyl lactylate","palm | soybean | sunflower","emulsifier"
"chocolate natural vanilla flavouring","cocoa | vanilla","flavouring agent"
"chocolate substitute refined palm oil","palm","lipid base"
"edible vegetable oil refined palm oil","palm","lipid base"
"vegetable juice concentrate for color","carrot | beetroot","colour"
"acidity regulator potassium carbonate","mineral","acidity regulator"
"acidity regulator citric acid ins 330","synthetic | corn","acidity regulator"
"citric acid acidity regulator ins 330","synthetic | corn","acidity regulator"
"flavour enhancer yeast extract powder","yeast","flavouring agent"
"active lactic cultures s thermophilus","milk","fermentation_agent"
"active lactic cultures s.thermophilus","milk","fermentation_agent"
"organic vana tulsi ocimum gratissimum","ocimum gratissimum","taste profile / spice"
"thickener micro crystalline cellulose","wood pulp","thickener|stabiliser"
"agaru cinnamomum zeylanicum stem bark","cinnamomum zeylanicum","taste profile / spice"
"mono- and diglycerides of fatty acids","palm | soybean | sunflower","emulsifier"
"probiotics bacillus coagulans snz1969","synthetic","raw_agricultural_material"
"arachidonic acid aa from m alpina oil","mortierella alpina","lipid base"
"kutki picrorhiza kurrooa root rhizome","picrorhiza kurrooa","taste profile / spice"
"mct powder medium chain triglycerides","coconut | palm kernel","lipid base"
"edible vegetable fat bakery shortening","palm | soybean | groundnut","lipid base"
"interesterified vegetable fat palm oil","palm","lipid base"
"lbacillus delbrueckii subsp bulgaricus","milk","fermentation_agent"
"stabilizer micro crystalline cellulose","wood pulp","stabiliser|thickener"
"chamomile matricaria chamomilla flower","chamomile","taste profile / spice"
"preservative potassium sorbate ins 202","synthetic","preservative"
"fortified wheat flour calcium carbonate","wheat | mineral","raw_agricultural_material"
"acidity regulator dipotassium phosphate","mineral","acidity regulator"
"raising agent sodium hydrogen carbonate","synthetic","raising agent"
"antifoaming agent dimethyl polysiloxane","synthetic","antifoaming agent"
"anticaking agent potassium ferrocyanide","synthetic","anticaking agent"
"sweetened condensed partly skimmed milk","milk","base ingredient|sweetener"
"flavour enhancer disodium 5'- guanylate","synthetic","flavouring agent"
"emulsifier polyglycerol polyricinoleate","castor bean","emulsifier"
"stabilizer hydrolysed vegetable protein","soybean | groundnut","stabiliser"
"stabilizer hydrolyzed vegetable protein","soybean | groundnut","stabiliser"
"emulsifier di-glycerides of fatty acids","palm | soybean | sunflower","emulsifier"
"stabilizer and thickener pectin ins 440","apple | citrus","stabiliser|thickener"
"fructo-oligosaccharides prebiotic fibre","sugarcane | chicory","sweetener|bulking agent"
"interesterified vegetable fat sesame oil","palm | soybean | groundnut | sesame","lipid base"
"raising agent sodium bicarbonate ins 500","synthetic","raising agent"
"l.bacillus delbrueckii subsp. bulgaricus","milk","fermentation_agent"
"amla extract emblica officinalis extract","amla","flavouring agent"
"anticaking agent silicon dioxide ins 551","mineral","anticaking agent"
"shweta chandan santalum album heart wood","sandalwood","taste profile / spice"
"edible vegetable oil refined ricebran oil","rice","lipid base"
"emulsifying and stabilising agent ins 415","corn | sugarcane","emulsifier|stabiliser"
"edible vegetable oil refined palmolein oil","palm","lipid base"
"emulsifying and stabilizing agent ins 1422","tapioca","emulsifier|stabiliser"
"leavening agent sodium bicarbonate ins 500","synthetic","raising agent"
"emulsifier carboxymethyl cellulose ins 466","wood pulp","emulsifier|thickener"
"active lactic cultures made from toned milk","milk","fermentation_agent"
"holy basil ocimum sanctum rama variety leaf","ocimum sanctum","taste profile / spice"
"edible vegetable oil refined cottonseed oil","cottonseed","lipid base"
"flavour enhancer disodium 5'-ribonucleotide","synthetic | yeast","flavouring agent"
"agnimantha clerodendrum phlomidis stem bark","clerodendrum phlomidis","taste profile / spice"
"arachidonic acid ara mortierella alpina oil","mortierella alpina","lipid base"
"chocolate substitute refined palm kernel oil","palm","lipid base"
"acidity regulator citric acid powder ins 330","synthetic | corn","acidity regulator"
"emulsifier polyglycerol esters of fatty acid","palm | soybean | sunflower","emulsifier"
"2'-fucosyllactose human milk oligosaccharide","synthetic","bulking agent"
"partially hydrogenated refined vegetable oils","palm | soybean | groundnut","lipid base"
"edible vegetable fat interesterified palm oil","palm","lipid base"
"acetylated distarch adipate thickener ins 1422","tapioca | corn | potato","thickener"
"acidity regulator potassium hydrogen carbonate","mineral","acidity regulator"
"acidity regulator sodium bicarbonate ins 500 i","synthetic","acidity regulator"
"holy basil ocimum sanctum krishna variety leaf","ocimum sanctum","taste profile / spice"
"lactose-rich deproteinized whey permeate powder","milk","processed_ingredient"
"lactic cultures l.delbruelkil subsp. bulgaricus","milk","fermentation_agent"
"antifoaming agent dimethyl polysiloxane ins 900","synthetic","antifoaming agent"
"stabilizer mono and diglycerides of fatty acids","palm | soybean | sunflower","stabiliser|emulsifier"
"emulsifier mono- and diglycerides of fatty acids","palm | soybean | sunflower","emulsifier|stabiliser"
"arachidonic acid ara from mortierella alpina oil","mortierella alpina","lipid base"
"stabilizer dipotassium hydrogen phosphate ins 340","mineral","stabiliser"
"stabilizer ins 466 sodium carboxymethyl cellulose","wood pulp","stabiliser|thickener"
"emulsifier propylene glycol esters of fatty acids","palm | soybean | sunflower","emulsifier"
"emulsifiers mono- and diglycerides of fatty acids","palm | soybean | sunflower","emulsifier|stabiliser"
"edible vegetable fat interesterified palm kernel oil","palm","lipid base"
"calcium b-hydroxy-b-methylbutyrate monohydrate cahmb","synthetic","fortification_agent"
"east india basil ocimum gratissimum vana variety leaf","ocimum gratissimum","taste profile / spice"
"apple juice reconstituted from apple juice concentrate","apple","flavouring agent"
"emulsifier mono and diglycerides of fatty acids ins 471","palm | soybean | sunflower","emulsifier|stabiliser"
"active lactic cultures including ldelbrueki subsp bulgaricus","milk","fermentation_agent"
"active lactic culture lbacillus delbrueckii subsp. bulgaricus","milk","fermentation_agent"
"active lactic cultures lbacillus delbrueckii subsp bulgaricus","milk","fermentation_agent"
"active lactic cultures l.bacillus delbrueckii subsp bulgaricus","milk","fermentation_agent"
"emulsifier diacetyl tartaric acid ester of mono and diglycerides","palm | soybean | sunflower","emulsifier"
"probiotic bacterial strains bifidobacterium animalis subsp lactis","milk","fermentation_agent"
"active lactic culture with probiotics bacteri animalis subop lactis","milk","fermentation_agent"
"di-acetyl tartaric acid esters of mono and diglycerides of edible vegetable oils","palm | soybean | sunflower | groundnut","emulsifier"
"emulsifier di-acetyl tartaric acid esters of mono and diglycerides of edible vegetable oils","palm | soybean | sunflower | groundnut","emulsifier"
"emulsifier di-acetyl tartaric acid esters of mono and di-glycerides of edible vegetable oils","palm | soybean | sunflower | groundnut","emulsifier"
